No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
43860,2015,1,2,11,4,8.0,18.0,14.0,13.0,-18.0,21.0,1032.0,2.0,NE,6.26,0.0,0.0
43861,2015,1,2,12,4,9.0,22.0,11.0,19.0,-19.0,18.0,1031.0,3.0,NE,10.28,0.0,0.0
43862,2015,1,2,13,4,9.0,25.0,16.0,26.0,-18.0,17.0,1030.0,5.0,NE,12.07,0.0,0.0
43863,2015,1,2,14,4,12.0,21.0,21.0,26.0,-19.0,15.0,1029.0,5.0,SE,1.79,0.0,0.0
43864,2015,1,2,15,4,28.0,34.0,31.0,41.0,-19.0,15.0,1029.0,5.0,SE,4.92,0.0,0.0
43865,2015,1,2,16,4,55.0,63.0,59.0,85.0,-18.0,18.0,1028.0,4.0,SE,8.05,0.0,0.0
43866,2015,1,2,17,4,,101.0,104.0,108.0,-18.0,19.0,1028.0,3.0,SE,12.07,0.0,0.0
43867,2015,1,2,18,4,,89.0,86.0,87.0,-17.0,21.0,1028.0,3.0,cv,4.02,0.0,0.0
43868,2015,1,2,19,4,66.0,87.0,82.0,102.0,-18.0,22.0,1028.0,1.0,SE,1.79,0.0,0.0
43869,2015,1,2,20,4,115.0,109.0,103.0,117.0,-17.0,24.0,1027.0,1.0,SE,4.92,0.0,0.0
43870,2015,1,2,21,4,131.0,118.0,112.0,125.0,-16.0,33.0,1027.0,-2.0,SE,6.71,0.0,0.0
43871,2015,1,2,22,4,143.0,131.0,121.0,145.0,-15.0,39.0,1026.0,-3.0,SE,7.6,0.0,0.0
43872,2015,1,2,23,4,159.0,150.0,132.0,157.0,-15.0,42.0,1025.0,-4.0,cv,0.89,0.0,0.0
43873,2015,1,3,0,4,170.0,171.0,144.0,163.0,-15.0,45.0,1024.0,-5.0,cv,1.34,0.0,0.0
43874,2015,1,3,1,4,185.0,179.0,156.0,176.0,-15.0,48.0,1023.0,-6.0,SE,1.79,0.0,0.0
43875,2015,1,3,2,4,205.0,191.0,165.0,193.0,-16.0,48.0,1023.0,-7.0,cv,0.89,0.0,0.0
43876,2015,1,3,3,4,224.0,192.0,169.0,198.0,-15.0,57.0,1022.0,-8.0,SE,1.79,0.0,0.0
43877,2015,1,3,4,4,192.0,198.0,176.0,214.0,-15.0,57.0,1021.0,-8.0,NE,0.89,0.0,0.0
43878,2015,1,3,5,4,189.0,209.0,194.0,222.0,-14.0,57.0,1020.0,-7.0,NE,1.78,0.0,0.0
43879,2015,1,3,6,4,203.0,212.0,195.0,209.0,-13.0,62.0,1020.0,-7.0,NW,0.89,0.0,0.0
43880,2015,1,3,7,4,190.0,207.0,193.0,201.0,-13.0,53.0,1019.0,-5.0,cv,0.89,0.0,0.0
43881,2015,1,3,8,4,177.0,190.0,168.0,179.0,-13.0,53.0,1019.0,-5.0,cv,1.78,0.0,0.0
43882,2015,1,3,9,4,154.0,165.0,154.0,169.0,-12.0,53.0,1019.0,-4.0,NW,0.89,0.0,0.0
43883,2015,1,3,10,4,136.0,162.0,136.0,147.0,-12.0,46.0,1018.0,-2.0,NE,0.89,0.0,0.0
43884,2015,1,3,11,4,152.0,161.0,135.0,158.0,-12.0,42.0,1017.0,-1.0,NE,2.68,0.0,0.0
43885,2015,1,3,12,4,172.0,176.0,152.0,170.0,-14.0,31.0,1016.0,1.0,cv,0.89,0.0,0.0
43886,2015,1,3,13,4,180.0,183.0,153.0,182.0,-14.0,29.0,1015.0,2.0,cv,1.78,0.0,0.0
43887,2015,1,3,14,4,184.0,185.0,161.0,172.0,-14.0,27.0,1014.0,3.0,cv,2.67,0.0,0.0
43888,2015,1,3,15,4,172.0,191.0,169.0,178.0,-14.0,27.0,1014.0,3.0,cv,3.56,0.0,0.0
43889,2015,1,3,16,4,166.0,196.0,163.0,193.0,-15.0,25.0,1014.0,3.0,SE,1.79,0.0,0.0
43890,2015,1,3,17,4,222.0,224.0,184.0,214.0,-15.0,31.0,1014.0,0.0,NE,0.89,0.0,0.0
43891,2015,1,3,18,4,245.0,246.0,204.0,241.0,-13.0,42.0,1014.0,-2.0,cv,0.89,0.0,0.0
43892,2015,1,3,19,4,266.0,306.0,222.0,262.0,-13.0,49.0,1015.0,-4.0,cv,1.78,0.0,0.0
43893,2015,1,3,20,4,286.0,303.0,249.0,264.0,-11.0,58.0,1015.0,-4.0,cv,2.67,0.0,0.0
43894,2015,1,3,21,4,294.0,306.0,248.0,305.0,-12.0,53.0,1015.0,-4.0,cv,3.12,0.0,0.0
43895,2015,1,3,22,4,304.0,347.0,252.0,290.0,-12.0,62.0,1015.0,-6.0,cv,4.01,0.0,0.0
43896,2015,1,3,23,4,276.0,389.0,299.0,322.0,-13.0,62.0,1015.0,-7.0,NW,1.79,0.0,0.0
43897,2015,1,4,0,4,269.0,439.0,321.0,272.0,-13.0,62.0,1015.0,-7.0,NW,3.58,0.0,0.0
43898,2015,1,4,1,4,227.0,375.0,278.0,247.0,-13.0,62.0,1015.0,-7.0,NW,6.71,0.0,0.0
43899,2015,1,4,2,4,247.0,321.0,238.0,241.0,-13.0,57.0,1015.0,-6.0,NW,9.84,0.0,0.0
43900,2015,1,4,3,4,198.0,280.0,200.0,206.0,-13.0,57.0,1016.0,-6.0,NW,12.97,0.0,0.0
43901,2015,1,4,4,4,145.0,208.0,167.0,163.0,-14.0,49.0,1016.0,-5.0,NW,14.76,0.0,0.0
43902,2015,1,4,5,4,115.0,152.0,131.0,137.0,-14.0,57.0,1015.0,-7.0,NE,1.79,0.0,0.0
43903,2015,1,4,6,4,116.0,143.0,116.0,144.0,-14.0,61.0,1015.0,-8.0,NW,4.02,0.0,0.0
43904,2015,1,4,7,4,149.0,180.0,126.0,166.0,-14.0,53.0,1016.0,-6.0,NE,1.79,0.0,0.0
43905,2015,1,4,8,4,126.0,180.0,130.0,160.0,-13.0,49.0,1016.0,-4.0,cv,1.79,0.0,0.0
43906,2015,1,4,9,4,109.0,151.0,104.0,115.0,-12.0,42.0,1017.0,-1.0,SE,3.13,0.0,0.0
43907,2015,1,4,10,4,141.0,115.0,98.0,106.0,-14.0,33.0,1018.0,0.0,SE,4.92,0.0,0.0
43908,2015,1,4,11,4,95.0,116.0,94.0,107.0,-14.0,27.0,1018.0,3.0,cv,0.89,0.0,0.0
43909,2015,1,4,12,4,95.0,127.0,102.0,112.0,-14.0,22.0,1017.0,6.0,NW,1.79,0.0,0.0
43910,2015,1,4,13,4,101.0,125.0,102.0,114.0,-14.0,19.0,1016.0,8.0,cv,0.89,0.0,0.0
43911,2015,1,4,14,4,122.0,159.0,,158.0,-13.0,20.0,1016.0,8.0,SE,1.79,0.0,0.0
43912,2015,1,4,15,4,167.0,194.0,,176.0,-14.0,19.0,1016.0,8.0,SE,4.92,0.0,0.0
43913,2015,1,4,16,4,196.0,210.0,,195.0,-13.0,24.0,1016.0,6.0,SE,6.71,0.0,0.0
43914,2015,1,4,17,4,212.0,238.0,160.0,225.0,-13.0,25.0,1016.0,5.0,SE,9.84,0.0,0.0
43915,2015,1,4,18,4,286.0,286.0,284.0,269.0,-12.0,30.0,1016.0,4.0,cv,0.89,0.0,0.0
43916,2015,1,4,19,4,327.0,301.0,322.0,305.0,-11.0,40.0,1016.0,1.0,NE,0.89,0.0,0.0
43917,2015,1,4,20,4,345.0,342.0,344.0,360.0,-10.0,43.0,1017.0,1.0,cv,0.89,0.0,0.0
43918,2015,1,4,21,4,332.0,304.0,328.0,279.0,-9.0,50.0,1018.0,0.0,NE,0.89,0.0,0.0
43919,2015,1,4,22,4,251.0,338.0,312.0,321.0,-9.0,47.0,1017.0,1.0,cv,0.89,0.0,0.0
43920,2015,1,4,23,4,245.0,332.0,306.0,250.0,-9.0,50.0,1017.0,0.0,cv,1.34,0.0,0.0
43921,2015,1,5,0,4,188.0,255.0,253.0,171.0,-9.0,47.0,1017.0,1.0,cv,2.23,0.0,0.0
43922,2015,1,5,1,4,144.0,228.0,202.0,146.0,-9.0,43.0,1017.0,2.0,cv,3.12,0.0,0.0
43923,2015,1,5,2,4,148.0,204.0,170.0,150.0,-9.0,50.0,1017.0,0.0,cv,3.57,0.0,0.0
43924,2015,1,5,3,4,149.0,189.0,159.0,142.0,-9.0,47.0,1016.0,1.0,cv,4.02,0.0,0.0
43925,2015,1,5,4,4,130.0,192.0,151.0,148.0,-8.0,58.0,1015.0,-1.0,cv,4.91,0.0,0.0
43926,2015,1,5,5,4,187.0,172.0,153.0,186.0,-8.0,54.0,1015.0,0.0,NW,0.89,0.0,0.0
43927,2015,1,5,6,4,194.0,195.0,155.0,178.0,-7.0,63.0,1016.0,-1.0,cv,0.89,0.0,0.0
43928,2015,1,5,7,4,169.0,192.0,170.0,153.0,-7.0,59.0,1015.0,0.0,NW,3.13,0.0,0.0
43929,2015,1,5,8,4,,201.0,150.0,159.0,-8.0,50.0,1016.0,1.0,NW,4.92,0.0,0.0
43930,2015,1,5,9,4,143.0,235.0,168.0,185.0,-9.0,40.0,1016.0,3.0,NW,6.71,0.0,0.0
43931,2015,1,5,10,4,,185.0,169.0,181.0,-9.0,35.0,1017.0,5.0,NW,9.84,0.0,0.0
43932,2015,1,5,11,4,,184.0,155.0,139.0,-9.0,30.0,1017.0,7.0,NW,13.86,0.0,0.0
43933,2015,1,5,12,4,26.0,27.0,38.0,36.0,-9.0,26.0,1017.0,9.0,NE,3.13,0.0,0.0
43934,2015,1,5,13,4,25.0,18.0,27.0,22.0,-12.0,18.0,1017.0,11.0,NW,4.92,0.0,0.0
43935,2015,1,5,14,4,16.0,3.0,16.0,14.0,-14.0,16.0,1018.0,10.0,NW,13.86,0.0,0.0
43936,2015,1,5,15,4,9.0,3.0,14.0,15.0,-14.0,18.0,1019.0,9.0,NW,22.8,0.0,0.0
43937,2015,1,5,16,4,10.0,3.0,16.0,12.0,-16.0,16.0,1021.0,8.0,NW,29.95,0.0,0.0
43938,2015,1,5,17,4,6.0,3.0,10.0,9.0,-19.0,15.0,1023.0,5.0,NW,39.78,0.0,0.0
43939,2015,1,5,18,4,5.0,3.0,10.0,25.0,-18.0,18.0,1024.0,4.0,NW,47.83,0.0,0.0
43940,2015,1,5,19,4,7.0,7.0,6.0,29.0,-21.0,15.0,1026.0,3.0,NW,56.77,0.0,0.0
43941,2015,1,5,20,4,6.0,8.0,3.0,27.0,-22.0,16.0,1027.0,1.0,NW,65.71,0.0,0.0
43942,2015,1,5,21,4,3.0,4.0,3.0,23.0,-23.0,14.0,1028.0,1.0,NW,74.65,0.0,0.0
43943,2015,1,5,22,4,5.0,4.0,3.0,15.0,-23.0,15.0,1028.0,0.0,NW,85.83,0.0,0.0
43944,2015,1,5,23,4,8.0,3.0,7.0,16.0,-24.0,15.0,1029.0,-1.0,NW,93.88,0.0,0.0
43945,2015,1,6,0,4,6.0,9.0,9.0,16.0,-24.0,20.0,1029.0,-5.0,NW,99.69,0.0,0.0
43946,2015,1,6,1,4,6.0,6.0,11.0,15.0,-24.0,19.0,1030.0,-4.0,NW,106.84,0.0,0.0
43947,2015,1,6,2,4,5.0,8.0,7.0,16.0,-23.0,18.0,1030.0,-2.0,NW,114.89,0.0,0.0
43948,2015,1,6,3,4,6.0,8.0,10.0,20.0,-24.0,19.0,1030.0,-4.0,NE,1.79,0.0,0.0
43949,2015,1,6,4,4,5.0,6.0,7.0,10.0,-23.0,22.0,1030.0,-5.0,NE,3.58,0.0,0.0
43950,2015,1,6,5,4,6.0,8.0,12.0,17.0,-22.0,21.0,1030.0,-3.0,NW,4.92,0.0,0.0
43951,2015,1,6,6,4,9.0,8.0,8.0,16.0,-23.0,24.0,1029.0,-6.0,cv,0.89,0.0,0.0
43952,2015,1,6,7,4,8.0,13.0,9.0,22.0,-23.0,24.0,1029.0,-6.0,cv,1.78,0.0,0.0
43953,2015,1,6,8,4,9.0,11.0,16.0,23.0,-21.0,23.0,1030.0,-3.0,NW,1.79,0.0,0.0
43954,2015,1,6,9,4,10.0,11.0,17.0,17.0,-19.0,22.0,1030.0,0.0,NW,5.81,0.0,0.0
43955,2015,1,6,10,4,15.0,13.0,15.0,23.0,-22.0,17.0,1029.0,0.0,NE,3.13,0.0,0.0
43956,2015,1,6,11,4,10.0,14.0,15.0,13.0,-22.0,13.0,1028.0,3.0,NW,5.81,0.0,0.0
43957,2015,1,6,12,4,12.0,,9.0,17.0,-22.0,12.0,1027.0,4.0,NW,12.96,0.0,0.0
43958,2015,1,6,13,4,23.0,,17.0,32.0,-22.0,12.0,1026.0,5.0,NW,20.11,0.0,0.0
43959,2015,1,6,14,4,26.0,,33.0,36.0,-21.0,12.0,1025.0,6.0,NW,27.26,0.0,0.0
43960,2015,1,6,15,4,32.0,,33.0,41.0,-21.0,13.0,1025.0,5.0,SE,4.02,0.0,0.0
43961,2015,1,6,16,4,47.0,,51.0,54.0,-21.0,13.0,1025.0,5.0,SE,8.94,0.0,0.0
43962,2015,1,6,17,4,57.0,,62.0,64.0,-21.0,15.0,1025.0,3.0,SE,12.96,0.0,0.0
43963,2015,1,6,18,4,56.0,,57.0,61.0,-22.0,13.0,1026.0,3.0,SE,16.09,0.0,0.0
43964,2015,1,6,19,4,84.0,,78.0,92.0,-21.0,16.0,1026.0,2.0,SE,19.22,0.0,0.0
43965,2015,1,6,20,4,103.0,,103.0,102.0,-18.0,28.0,1026.0,-2.0,SE,21.01,0.0,0.0
43966,2015,1,6,21,4,100.0,,101.0,96.0,-20.0,17.0,1026.0,2.0,NW,3.13,0.0,0.0
43967,2015,1,6,22,4,107.0,,106.0,112.0,-18.0,38.0,1026.0,-6.0,NW,4.92,0.0,0.0
43968,2015,1,6,23,4,120.0,,114.0,121.0,-17.0,35.0,1027.0,-4.0,cv,0.89,0.0,0.0
43969,2015,1,7,0,4,111.0,,126.0,134.0,-17.0,48.0,1027.0,-8.0,NW,3.13,0.0,0.0
43970,2015,1,7,1,4,111.0,,137.0,159.0,-17.0,38.0,1027.0,-5.0,NW,4.02,0.0,0.0
43971,2015,1,7,2,4,105.0,,116.0,109.0,-17.0,44.0,1027.0,-7.0,NW,7.15,0.0,0.0
43972,2015,1,7,3,4,63.0,,77.0,57.0,-17.0,44.0,1027.0,-7.0,NW,10.28,0.0,0.0
43973,2015,1,7,4,4,26.0,,66.0,30.0,-17.0,44.0,1027.0,-7.0,NW,12.07,0.0,0.0
43974,2015,1,7,5,4,16.0,,35.0,20.0,-17.0,44.0,1027.0,-7.0,NW,13.86,0.0,0.0
43975,2015,1,7,6,4,15.0,,23.0,29.0,-14.0,61.0,1028.0,-8.0,cv,0.89,0.0,0.0
43976,2015,1,7,7,4,20.0,,27.0,29.0,-17.0,44.0,1028.0,-7.0,NW,1.79,0.0,0.0
43977,2015,1,7,8,4,22.0,,26.0,41.0,-15.0,57.0,1030.0,-8.0,NE,1.79,0.0,0.0
43978,2015,1,7,9,4,33.0,,38.0,51.0,-15.0,39.0,1031.0,-3.0,NW,1.79,0.0,0.0
43979,2015,1,7,10,4,47.0,,61.0,68.0,-18.0,22.0,1031.0,1.0,cv,0.89,0.0,0.0
43980,2015,1,7,11,4,58.0,,70.0,74.0,-19.0,19.0,1031.0,2.0,cv,1.78,0.0,0.0
43981,2015,1,7,12,4,50.0,,56.0,58.0,-20.0,16.0,1030.0,3.0,SE,1.79,0.0,0.0
43982,2015,1,7,13,4,63.0,61.0,66.0,59.0,-20.0,16.0,1030.0,3.0,SE,3.58,0.0,0.0
43983,2015,1,7,14,4,61.0,71.0,73.0,73.0,-20.0,16.0,1030.0,3.0,SE,5.37,0.0,0.0
43984,2015,1,7,15,4,66.0,72.0,67.0,74.0,-20.0,16.0,1030.0,3.0,cv,0.89,0.0,0.0
43985,2015,1,7,16,4,73.0,87.0,81.0,84.0,-20.0,16.0,1031.0,3.0,cv,1.78,0.0,0.0
43986,2015,1,7,17,4,75.0,107.0,82.0,94.0,-20.0,20.0,1031.0,0.0,SE,0.89,0.0,0.0
43987,2015,1,7,18,4,65.0,106.0,72.0,85.0,-17.0,30.0,1031.0,-2.0,cv,0.45,0.0,0.0
43988,2015,1,7,19,4,65.0,111.0,76.0,85.0,-15.0,42.0,1031.0,-4.0,cv,1.34,0.0,0.0
43989,2015,1,7,20,4,67.0,119.0,84.0,107.0,-15.0,42.0,1032.0,-4.0,SE,0.89,0.0,0.0
43990,2015,1,7,21,4,92.0,110.0,101.0,109.0,-10.0,58.0,1032.0,-3.0,SE,2.68,0.0,0.0
43991,2015,1,7,22,4,75.0,134.0,99.0,74.0,-10.0,67.0,1031.0,-5.0,cv,0.89,0.0,0.0
43992,2015,1,7,23,4,69.0,64.0,59.0,65.0,-13.0,62.0,1032.0,-7.0,SE,1.79,0.0,0.0
43993,2015,1,8,0,4,60.0,74.0,70.0,78.0,-10.0,67.0,1032.0,-5.0,cv,0.89,0.0,0.0
43994,2015,1,8,1,4,67.0,78.0,70.0,66.0,-10.0,67.0,1032.0,-5.0,SE,0.89,0.0,0.0
43995,2015,1,8,2,4,86.0,77.0,79.0,86.0,-11.0,73.0,1032.0,-7.0,NE,0.89,0.0,0.0
43996,2015,1,8,3,4,104.0,97.0,100.0,132.0,-10.0,67.0,1032.0,-5.0,NE,2.68,0.0,0.0
43997,2015,1,8,4,4,135.0,170.0,168.0,203.0,-11.0,67.0,1031.0,-6.0,cv,0.89,0.0,0.0
43998,2015,1,8,5,4,156.0,208.0,210.0,197.0,-11.0,67.0,1031.0,-6.0,cv,1.78,0.0,0.0
43999,2015,1,8,6,4,161.0,200.0,185.0,151.0,-12.0,72.0,1031.0,-8.0,NW,3.13,0.0,0.0
44000,2015,1,8,7,4,147.0,188.0,160.0,143.0,-14.0,78.0,1032.0,-11.0,NE,1.79,0.0,0.0
44001,2015,1,8,8,4,96.0,178.0,165.0,122.0,-14.0,61.0,1032.0,-8.0,NW,1.79,0.0,0.0
44002,2015,1,8,9,4,91.0,152.0,122.0,106.0,-12.0,57.0,1032.0,-5.0,NW,3.58,0.0,0.0
44003,2015,1,8,10,4,78.0,90.0,96.0,84.0,-12.0,46.0,1031.0,-2.0,NW,5.37,0.0,0.0
44004,2015,1,8,11,4,84.0,99.0,96.0,91.0,-13.0,34.0,1031.0,1.0,NW,7.16,0.0,0.0
44005,2015,1,8,12,4,90.0,103.0,109.0,105.0,-13.0,34.0,1029.0,1.0,NW,8.95,0.0,0.0
44006,2015,1,8,13,4,128.0,130.0,124.0,124.0,-13.0,29.0,1028.0,3.0,cv,0.89,0.0,0.0
44007,2015,1,8,14,4,150.0,193.0,201.0,178.0,-14.0,23.0,1027.0,5.0,cv,2.68,0.0,0.0
44008,2015,1,8,15,4,140.0,179.0,161.0,140.0,-11.0,30.0,1027.0,5.0,SE,3.13,0.0,0.0
44009,2015,1,8,16,4,168.0,149.0,175.0,166.0,-10.0,32.0,1027.0,5.0,SE,4.92,0.0,0.0
44010,2015,1,8,17,4,182.0,165.0,181.0,159.0,-11.0,37.0,1027.0,2.0,cv,0.89,0.0,0.0
44011,2015,1,8,18,4,193.0,169.0,185.0,165.0,-10.0,46.0,1027.0,0.0,cv,1.78,0.0,0.0
44012,2015,1,8,19,4,188.0,245.0,189.0,210.0,-10.0,58.0,1028.0,-3.0,NE,1.79,0.0,0.0
44013,2015,1,8,20,4,199.0,403.0,327.0,358.0,-10.0,58.0,1028.0,-3.0,cv,0.89,0.0,0.0
44014,2015,1,8,21,4,292.0,408.0,383.0,359.0,-12.0,57.0,1028.0,-5.0,cv,1.78,0.0,0.0
44015,2015,1,8,22,4,335.0,399.0,379.0,356.0,-12.0,57.0,1028.0,-5.0,NW,1.79,0.0,0.0
44016,2015,1,8,23,4,282.0,381.0,367.0,259.0,-11.0,62.0,1028.0,-5.0,NW,2.68,0.0,0.0
44017,2015,1,9,0,4,222.0,409.0,309.0,226.0,-12.0,62.0,1029.0,-6.0,NW,5.81,0.0,0.0
44018,2015,1,9,1,4,203.0,313.0,245.0,294.0,-11.0,58.0,1029.0,-4.0,NW,8.94,0.0,0.0
44019,2015,1,9,2,4,190.0,282.0,252.0,250.0,-11.0,62.0,1029.0,-5.0,NW,10.73,0.0,0.0
44020,2015,1,9,3,4,126.0,272.0,251.0,215.0,-12.0,67.0,1029.0,-7.0,NW,13.86,0.0,0.0
44021,2015,1,9,4,4,57.0,169.0,127.0,55.0,-11.0,58.0,1029.0,-4.0,NW,17.88,0.0,0.0
44022,2015,1,9,5,4,30.0,50.0,36.0,40.0,-12.0,57.0,1029.0,-5.0,NW,18.77,0.0,0.0
44023,2015,1,9,6,4,9.0,78.0,26.0,16.0,-14.0,57.0,1029.0,-7.0,NE,1.79,0.0,0.0
44024,2015,1,9,7,4,6.0,38.0,10.0,11.0,-13.0,49.0,1030.0,-4.0,NW,4.02,0.0,0.0
44025,2015,1,9,8,4,8.0,4.0,12.0,12.0,-14.0,45.0,1030.0,-4.0,NW,7.15,0.0,0.0
44026,2015,1,9,9,4,10.0,3.0,13.0,16.0,-13.0,39.0,1031.0,-1.0,NW,12.07,0.0,0.0
44027,2015,1,9,10,4,10.0,5.0,13.0,16.0,-16.0,24.0,1032.0,2.0,NW,15.2,0.0,0.0
44028,2015,1,9,11,4,8.0,3.0,12.0,13.0,-17.0,18.0,1031.0,5.0,NW,18.33,0.0,0.0
44029,2015,1,9,12,4,7.0,3.0,12.0,11.0,-18.0,17.0,1030.0,5.0,NW,27.27,0.0,0.0
44030,2015,1,9,13,4,7.0,3.0,7.0,14.0,-18.0,15.0,1029.0,6.0,NW,34.42,0.0,0.0
44031,2015,1,9,14,4,7.0,3.0,10.0,10.0,-18.0,14.0,1028.0,7.0,NW,41.57,0.0,0.0
44032,2015,1,9,15,4,7.0,3.0,11.0,13.0,-18.0,14.0,1028.0,7.0,NW,47.38,0.0,0.0
44033,2015,1,9,16,4,7.0,3.0,12.0,21.0,-17.0,16.0,1028.0,7.0,NW,53.19,0.0,0.0
44034,2015,1,9,17,4,5.0,7.0,13.0,22.0,-17.0,17.0,1028.0,6.0,NW,58.11,0.0,0.0
44035,2015,1,9,18,4,61.0,22.0,28.0,43.0,-17.0,16.0,1028.0,7.0,NW,61.24,0.0,0.0
44036,2015,1,9,19,4,119.0,82.0,102.0,101.0,-16.0,24.0,1028.0,2.0,cv,0.89,0.0,0.0
44037,2015,1,9,20,4,162.0,128.0,143.0,163.0,-14.0,36.0,1027.0,-1.0,cv,1.34,0.0,0.0
44038,2015,1,9,21,4,273.0,260.0,276.0,260.0,-14.0,45.0,1027.0,-4.0,cv,2.23,0.0,0.0
44039,2015,1,9,22,4,289.0,291.0,298.0,283.0,-13.0,53.0,1027.0,-5.0,cv,2.68,0.0,0.0
44040,2015,1,9,23,4,310.0,316.0,326.0,290.0,-13.0,49.0,1026.0,-4.0,cv,3.57,0.0,0.0
44041,2015,1,10,0,4,281.0,281.0,295.0,247.0,-14.0,49.0,1026.0,-5.0,NW,1.79,0.0,0.0
44042,2015,1,10,1,4,295.0,260.0,280.0,270.0,-14.0,57.0,1026.0,-7.0,cv,0.89,0.0,0.0
44043,2015,1,10,2,4,320.0,276.0,305.0,291.0,-13.0,57.0,1025.0,-6.0,NW,0.89,0.0,0.0
